2025-11-19 12:46:48.649 | INFO     | __main__:fuzz_dataset:147 - Starting fuzzing for dataset: ../tracefuzz_seeds.json
2025-11-19 12:46:48.649 | INFO     | tracefuzz.lib.fuzz.fuzz_dataset:calc_initial_seed_coverage_dataset:158 - Calculating initial seed coverage for the dataset....
2025-11-19 12:47:02.039 | INFO     | tracefuzz.lib.fuzz.fuzz_dataset:continue_safe_execute:75 - Exiting worker process as instructed.
2025-11-19 12:47:02.105 | INFO     | tracefuzz.lib.fuzz.fuzz_dataset:calc_initial_seed_coverage_dataset:190 - Initial coverage after executing all seeds: 81792 bits.
2025-11-19 12:47:02.140 | INFO     | __main__:fuzz_single_seed:67 - Start fuzz seed 1530.
2025-11-19 12:47:25.131 | INFO     | __main__:fuzz_single_seed:73 - Generated mutants 1-100 for seed 1530 in 22.99 seconds.
2025-11-19 12:47:30.355 | WARNING  | __main__:fuzz_single_seed:94 - Mutated call execution timeout after 25.0 seconds, restarting worker process.
2025-11-19 12:47:35.617 | INFO     | __main__:fuzz_single_seed:115 - New coverage found by seed 1530: 10 new bits.
2025-11-19 12:47:41.095 | INFO     | tracefuzz.lib.fuzz.fuzz_dataset:continue_safe_execute:75 - Exiting worker process as instructed.
2025-11-19 12:47:41.101 | INFO     | __main__:fuzz_single_seed:121 - Fuzz seed 1530 done 
2025-11-19 12:47:41.102 | INFO     | __main__:_fuzz_dataset:136 - Current coverage after fuzzing numpy.ma.allclose: 81802 bits.
2025-11-19 12:47:41.135 | INFO     | __main__:fuzz_single_seed:67 - Start fuzz seed 1531.
2025-11-19 12:47:54.208 | INFO     | __main__:fuzz_single_seed:73 - Generated mutants 1-100 for seed 1531 in 13.07 seconds.
2025-11-19 12:47:59.422 | WARNING  | __main__:fuzz_single_seed:94 - Mutated call execution timeout after 25.0 seconds, restarting worker process.
2025-11-19 12:48:10.206 | INFO     | tracefuzz.lib.fuzz.fuzz_dataset:continue_safe_execute:75 - Exiting worker process as instructed.
2025-11-19 12:48:10.214 | INFO     | __main__:fuzz_single_seed:121 - Fuzz seed 1531 done 
2025-11-19 12:48:10.215 | INFO     | __main__:_fuzz_dataset:136 - Current coverage after fuzzing numpy.ma.allequal: 81802 bits.
2025-11-19 12:48:10.248 | INFO     | __main__:fuzz_single_seed:67 - Start fuzz seed 1205.
2025-11-19 12:48:59.188 | INFO     | __main__:fuzz_single_seed:73 - Generated mutants 1-100 for seed 1205 in 48.94 seconds.
2025-11-19 12:49:04.612 | WARNING  | __main__:fuzz_single_seed:94 - Mutated call execution timeout after 25.0 seconds, restarting worker process.
2025-11-19 12:49:10.256 | INFO     | __main__:fuzz_single_seed:115 - New coverage found by seed 1205: 25 new bits.
2025-11-19 12:49:10.682 | INFO     | __main__:fuzz_single_seed:115 - New coverage found by seed 1205: 10 new bits.
2025-11-19 12:49:12.286 | INFO     | __main__:fuzz_single_seed:115 - New coverage found by seed 1205: 2 new bits.
2025-11-19 12:49:15.359 | INFO     | tracefuzz.lib.fuzz.fuzz_dataset:continue_safe_execute:75 - Exiting worker process as instructed.
2025-11-19 12:49:15.370 | INFO     | __main__:fuzz_single_seed:121 - Fuzz seed 1205 done 
2025-11-19 12:49:15.372 | INFO     | __main__:_fuzz_dataset:136 - Current coverage after fuzzing numpy.printoptions: 81839 bits.
2025-11-19 12:49:15.410 | INFO     | __main__:fuzz_single_seed:67 - Start fuzz seed 1278.
2025-11-19 12:49:31.659 | INFO     | __main__:fuzz_single_seed:73 - Generated mutants 1-100 for seed 1278 in 16.25 seconds.
2025-11-19 12:49:37.715 | WARNING  | __main__:fuzz_single_seed:94 - Mutated call execution timeout after 25.0 seconds, restarting worker process.
2025-11-19 12:49:47.530 | INFO     | tracefuzz.lib.fuzz.fuzz_dataset:continue_safe_execute:75 - Exiting worker process as instructed.
2025-11-19 12:49:47.537 | INFO     | __main__:fuzz_single_seed:121 - Fuzz seed 1278 done 
2025-11-19 12:49:47.538 | INFO     | __main__:_fuzz_dataset:136 - Current coverage after fuzzing numpy._core.multiarray.get_handler_version: 81839 bits.
2025-11-19 12:49:47.568 | INFO     | __main__:fuzz_single_seed:67 - Start fuzz seed 1211.
2025-11-19 12:51:04.375 | INFO     | __main__:fuzz_single_seed:73 - Generated mutants 1-100 for seed 1211 in 76.81 seconds.
2025-11-19 12:51:09.596 | WARNING  | __main__:fuzz_single_seed:94 - Mutated call execution timeout after 25.0 seconds, restarting worker process.
2025-11-19 12:51:10.049 | INFO     | __main__:fuzz_single_seed:115 - New coverage found by seed 1211: 3 new bits.
2025-11-19 12:51:19.552 | INFO     | __main__:fuzz_single_seed:115 - New coverage found by seed 1211: 21 new bits.
