2025-11-20 03:54:38.302 | INFO     | __main__:fuzz_dataset:147 - Starting fuzzing for dataset: ../tracefuzz_seeds.json
2025-11-20 03:54:38.302 | INFO     | tracefuzz.lib.fuzz.fuzz_dataset:calc_initial_seed_coverage_dataset:158 - Calculating initial seed coverage for the dataset....
2025-11-20 03:54:51.544 | INFO     | tracefuzz.lib.fuzz.fuzz_dataset:continue_safe_execute:75 - Exiting worker process as instructed.
2025-11-20 03:54:51.615 | INFO     | tracefuzz.lib.fuzz.fuzz_dataset:calc_initial_seed_coverage_dataset:190 - Initial coverage after executing all seeds: 81792 bits.
2025-11-20 03:54:51.655 | INFO     | __main__:fuzz_single_seed:67 - Start fuzz seed 1530.
2025-11-20 03:55:43.080 | INFO     | __main__:fuzz_single_seed:73 - Generated mutants 1-100 for seed 1530 in 51.42 seconds.
2025-11-20 03:55:48.296 | WARNING  | __main__:fuzz_single_seed:94 - Mutated call execution timeout after 25.0 seconds, restarting worker process.
2025-11-20 03:55:48.957 | INFO     | __main__:fuzz_single_seed:115 - New coverage found by seed 1530: 10 new bits.
2025-11-20 03:55:58.886 | INFO     | tracefuzz.lib.fuzz.fuzz_dataset:continue_safe_execute:75 - Exiting worker process as instructed.
2025-11-20 03:55:58.896 | INFO     | __main__:fuzz_single_seed:121 - Fuzz seed 1530 done 
2025-11-20 03:55:58.898 | INFO     | __main__:_fuzz_dataset:136 - Current coverage after fuzzing numpy.ma.allclose: 81802 bits.
2025-11-20 03:55:58.935 | INFO     | __main__:fuzz_single_seed:67 - Start fuzz seed 1531.
2025-11-20 03:56:10.560 | INFO     | __main__:fuzz_single_seed:73 - Generated mutants 1-100 for seed 1531 in 11.62 seconds.
2025-11-20 03:56:15.671 | WARNING  | __main__:fuzz_single_seed:94 - Mutated call execution timeout after 25.0 seconds, restarting worker process.
2025-11-20 03:56:26.508 | INFO     | tracefuzz.lib.fuzz.fuzz_dataset:continue_safe_execute:75 - Exiting worker process as instructed.
2025-11-20 03:56:26.516 | INFO     | __main__:fuzz_single_seed:121 - Fuzz seed 1531 done 
2025-11-20 03:56:26.517 | INFO     | __main__:_fuzz_dataset:136 - Current coverage after fuzzing numpy.ma.allequal: 81802 bits.
2025-11-20 03:56:26.564 | INFO     | __main__:fuzz_single_seed:67 - Start fuzz seed 1205.
2025-11-20 03:57:18.550 | INFO     | __main__:fuzz_single_seed:73 - Generated mutants 1-100 for seed 1205 in 51.99 seconds.
2025-11-20 03:57:23.663 | WARNING  | __main__:fuzz_single_seed:94 - Mutated call execution timeout after 25.0 seconds, restarting worker process.
2025-11-20 03:57:24.251 | INFO     | __main__:fuzz_single_seed:115 - New coverage found by seed 1205: 28 new bits.
2025-11-20 03:57:27.580 | INFO     | __main__:fuzz_single_seed:115 - New coverage found by seed 1205: 34 new bits.
2025-11-20 03:57:28.016 | INFO     | __main__:fuzz_single_seed:115 - New coverage found by seed 1205: 23 new bits.
2025-11-20 03:57:32.816 | INFO     | __main__:fuzz_single_seed:115 - New coverage found by seed 1205: 12 new bits.
2025-11-20 03:57:34.521 | INFO     | tracefuzz.lib.fuzz.fuzz_dataset:continue_safe_execute:75 - Exiting worker process as instructed.
2025-11-20 03:57:34.529 | INFO     | __main__:fuzz_single_seed:121 - Fuzz seed 1205 done 
2025-11-20 03:57:34.530 | INFO     | __main__:_fuzz_dataset:136 - Current coverage after fuzzing numpy.printoptions: 81899 bits.
2025-11-20 03:57:34.573 | INFO     | __main__:fuzz_single_seed:67 - Start fuzz seed 1278.
2025-11-20 03:58:04.159 | INFO     | __main__:fuzz_single_seed:73 - Generated mutants 1-100 for seed 1278 in 29.59 seconds.
2025-11-20 03:58:10.005 | WARNING  | __main__:fuzz_single_seed:94 - Mutated call execution timeout after 25.0 seconds, restarting worker process.
2025-11-20 03:58:19.903 | INFO     | tracefuzz.lib.fuzz.fuzz_dataset:continue_safe_execute:75 - Exiting worker process as instructed.
2025-11-20 03:58:19.909 | INFO     | __main__:fuzz_single_seed:121 - Fuzz seed 1278 done 
2025-11-20 03:58:19.910 | INFO     | __main__:_fuzz_dataset:136 - Current coverage after fuzzing numpy._core.multiarray.get_handler_version: 81899 bits.
2025-11-20 03:58:19.941 | INFO     | __main__:fuzz_single_seed:67 - Start fuzz seed 1211.
2025-11-20 03:58:33.329 | INFO     | __main__:fuzz_single_seed:73 - Generated mutants 1-100 for seed 1211 in 13.39 seconds.
2025-11-20 03:58:38.442 | WARNING  | __main__:fuzz_single_seed:94 - Mutated call execution timeout after 25.0 seconds, restarting worker process.
2025-11-20 03:58:48.042 | INFO     | __main__:fuzz_single_seed:115 - New coverage found by seed 1211: 3 new bits.
2025-11-20 03:58:49.110 | INFO     | tracefuzz.lib.fuzz.fuzz_dataset:continue_safe_execute:75 - Exiting worker process as instructed.
2025-11-20 03:58:49.116 | INFO     | __main__:fuzz_single_seed:121 - Fuzz seed 1211 done 
2025-11-20 03:58:49.117 | INFO     | __main__:_fuzz_dataset:136 - Current coverage after fuzzing numpy.strings.endswith: 81902 bits.
2025-11-20 03:58:49.149 | INFO     | __main__:fuzz_single_seed:67 - Start fuzz seed 1495.
2025-11-20 03:59:50.367 | INFO     | __main__:fuzz_single_seed:73 - Generated mutants 1-100 for seed 1495 in 61.22 seconds.
2025-11-20 03:59:55.582 | WARNING  | __main__:fuzz_single_seed:94 - Mutated call execution timeout after 25.0 seconds, restarting worker process.
